subject_id,timestamp,x,y,z,label
1600,243837110808798,2.8228607,7.9743805,4.154068,clapping
1600,243837161162802,2.8480072,8.021774,4.140167,clapping
1600,243837211516806,2.8539734,7.9447784,4.142914,clapping
1600,243837261870810,2.8596344,7.8906097,4.2699738,clapping
1600,243837312224814,2.776825,7.8305206,4.7266846,clapping
1600,243837362578818,2.7245636,7.822098,4.3072815,clapping
1600,243837412932822,2.6246338,7.93309,4.4212494,clapping
1600,243837463286825,2.7676697,7.928192,4.2869873,clapping
1600,243837513640829,2.7805939,8.067551,4.056595,clapping
1600,243837563994833,2.809143,7.9793243,4.1847076,clapping
1600,243837614348837,2.8223877,7.998459,4.16626,clapping
1600,243837664702841,2.926941,7.8551025,4.17157,clapping
1600,243837715056845,2.7418976,7.916641,4.524811,clapping
1600,243837765410849,2.730545,7.885788,4.2931213,clapping
1600,243837815764853,2.658493,8.04718,4.256012,clapping
1600,243837866118857,2.7747192,7.9979095,4.1298676,clapping
1600,243837916472861,2.7703094,8.052597,4.053528,clapping
1600,243837966826865,2.9229584,7.9995117,4.0377197,clapping
1600,243838017180868,2.9732513,8.016937,3.9926453,clapping
1600,243838067534872,2.811142,7.9513702,4.396103,clapping
1600,243838117888876,2.777832,7.9291687,4.3131104,clapping
1600,243838168242880,2.7041016,8.012161,4.055191,clapping
1600,243838218596884,2.6672974,8.053116,4.0878754,clapping
1600,243838268950888,2.7490234,8.0677185,3.9371338,clapping
1600,243838319304892,2.8241882,8.051697,3.9778748,clapping
1600,243838369658896,2.9866638,8.005875,3.9829712,clapping
1600,243838420012900,2.9588776,7.9760895,4.120392,clapping
1600,243838470366904,2.802063,7.96521,4.4831696,clapping
1600,243838520720908,2.71669,7.899048,4.3726196,clapping
1600,243838571074911,2.6852112,7.9365234,4.1945343,clapping
1600,243838621428915,2.6875153,7.9920654,4.236374,clapping
1600,243838671782919,2.8071442,8.010315,4.0483856,clapping
1600,243838722136923,2.8744812,8.010239,4.0771027,clapping
1600,243838772490927,2.9225006,7.9168854,4.187256,clapping
1600,243838822844931,2.9868011,7.8667297,4.3040924,clapping
1600,243838873198935,2.8587646,7.884308,4.4959564,clapping
1600,243838923552939,2.6686554,7.828842,4.4589844,clapping
1600,243838973906943,2.5788574,7.897888,4.319397,clapping
1600,243839024260947,2.6025543,7.9518433,4.229599,clapping
1600,243839074614950,2.8265686,7.977936,4.1381073,clapping
1600,243839124968954,2.9695892,7.9344025,4.0554657,clapping
1600,243839175322958,3.069519,7.8673706,4.3188934,clapping
1600,243839225676962,2.8945618,7.9177704,4.5498505,clapping
1600,243839276030966,2.7019806,7.837097,4.512787,clapping
1600,243839326384970,2.642807,7.814728,4.389908,clapping
1600,243839376738974,2.7123718,7.866989,4.292282,clapping
1600,243839427092978,2.8035736,7.942642,4.1452484,clapping
1600,243839477446982,2.8726654,7.9608,4.1773376,clapping
1600,243839527800986,2.8500824,7.9276733,4.065201,clapping
1600,243839578154990,2.9298706,7.8194275,4.455353,clapping
1600,243839628508993,2.8868103,7.8810577,4.508011,clapping
1600,243839678862997,2.8034668,7.7843018,4.4066772,clapping
1600,243839729217001,2.7042084,7.8952026,4.2550507,clapping
1600,243839779571005,2.7257385,7.932144,4.1891785,clapping
1600,243839829925009,2.746582,8.059525,3.9750214,clapping
1600,243839880279013,2.8653107,7.9859467,4.2264404,clapping
1600,243839930633017,2.9077606,7.807495,4.4474335,clapping
1600,243839980987021,2.8631897,7.7312775,4.847,clapping
1600,243840031341025,2.8601074,7.8516846,4.1420135,clapping
1600,243840081695029,2.9150238,7.9730225,4.096512,clapping
1600,243840132049033,2.737442,7.8795013,4.32576,clapping
1600,243840182403036,2.7438354,7.978424,4.036209,clapping
1600,243840232757040,2.7129364,8.089355,3.9020538,clapping
1600,243840283111044,2.905182,7.8490143,4.274536,clapping
1600,243840333465048,2.933609,8.088409,4.195175,clapping
1600,243840383819052,2.983612,7.9160156,4.5169983,clapping
1600,243840434173056,2.8908234,7.906021,4.190613,clapping
1600,243840484527060,2.8444061,7.938736,4.149994,clapping
1600,243840534881064,2.7306366,7.9342346,4.2731323,clapping
1600,243840585235068,2.8194427,7.939575,4.2217865,clapping
1600,243840635589072,2.7962189,7.990219,4.077652,clapping
1600,243840685943075,2.8654327,7.9092712,4.240341,clapping
1600,243840736297079,2.8291473,7.915558,4.352707,clapping
1600,243840786651083,3.1760864,7.9706726,4.217346,clapping
1600,243840837005087,2.9011536,7.908539,4.389145,clapping
1600,243840887359091,2.8220367,7.7820435,4.3637238,clapping
1600,243840937713095,2.7201996,7.897873,4.1964417,clapping
1600,243840988067099,2.6934052,7.9510956,4.2161713,clapping
1600,243841038421103,2.7942352,7.9427795,4.1719666,clapping
1600,243841088775107,3.0331879,7.921295,4.0627594,clapping
1600,243841139129111,2.9883423,7.936661,4.4697723,clapping
1600,243841189483115,2.8555756,7.7189484,4.5026703,clapping
1600,243841239837118,2.8223572,7.976074,4.2572174,clapping
1600,243841290191122,2.8351746,7.895996,4.4076233,clapping
1600,243841340545126,2.784317,7.8790436,4.285095,clapping
1600,243841390899130,2.6813202,7.909195,4.29541,clapping
1600,243841441253134,2.921463,7.871826,4.1988525,clapping
1600,243841491607138,2.8780212,7.988022,4.1959686,clapping
1600,243841541961142,2.9320831,7.844513,4.2422028,clapping
1600,243841592315146,2.9040527,7.8983,3.963272,clapping
1600,243841642669150,3.0028381,7.94989,4.2615356,clapping
1600,243841693023154,2.9990997,7.8986816,4.315796,clapping
1600,243841743377158,2.857376,7.7922363,4.443924,clapping
1600,243841793731161,2.691864,7.888977,4.3280334,clapping
1600,243841844085165,2.8076935,7.894943,4.304962,clapping
1600,243841894439169,2.89505,7.9539337,4.1755066,clapping
1600,243841944793173,2.9436188,7.963043,4.1331635,clapping
1600,243841995147177,2.9049835,7.8455048,4.0938416,clapping
1600,243842045501181,2.9444733,7.8611603,4.544052,clapping
1600,243842095855185,2.7567291,7.862961,4.4816895,clapping
1600,243842146209189,2.7742615,7.834152,4.28714,clapping
1600,243842196563193,2.7375946,7.888611,4.3234406,clapping
1600,243842246917197,2.9034271,7.932892,4.174591,clapping
1600,243842297271200,2.8785553,8.000641,4.0942993,clapping
1600,243842347625204,2.871704,7.959015,4.137192,clapping
1600,243842397979208,2.8753662,7.9981384,4.0471344,clapping
1600,243842448333212,2.895935,7.9190674,4.4197693,clapping
1600,243842498687216,2.8426208,7.850113,4.227524,clapping
1600,243842549041220,2.7878265,7.9621277,4.1611786,clapping
1600,243842599395224,2.7836914,8.037659,4.1003723,clapping
1600,243842649749228,2.8609467,8.037933,3.9830017,clapping
1600,243842700103232,2.8913116,8.069504,3.9316711,clapping
1600,243842750457236,2.9130402,7.9950256,4.1206207,clapping
1600,243842800811240,2.8027496,7.9997253,4.3335876,clapping
1600,243842851165243,2.7594147,7.9142303,4.2775726,clapping
1600,243842901519247,2.75531,7.868637,4.161728,clapping
1600,243842951873251,2.6609955,7.976181,4.119812,clapping
1600,243843002227255,2.7878113,8.098404,4.0036774,clapping
1600,243843052581259,2.8799438,8.090942,3.9992523,clapping
1600,243843102935263,2.7697906,8.024216,4.0782776,clapping
1600,243843153289267,2.706253,7.929886,4.1710815,clapping
1600,243843203643271,3.0641022,7.835129,4.300125,clapping
1600,243843253997275,3.149109,7.872345,4.5091095,clapping
1600,243843304351279,2.828125,7.8223877,4.5654297,clapping
1600,243843354705283,2.5298004,7.874283,4.2797546,clapping
1600,243843405059286,2.4808807,8.020157,4.1023407,clapping
1600,243843455413290,2.7310028,8.092316,3.9994202,clapping
1600,243843505767294,3.0129547,8.094666,3.8897705,clapping
1600,243843556121298,3.212967,7.9567566,3.9096527,clapping
1600,243843606475302,3.2630615,7.8872223,4.0895996,clapping
1600,243843656829306,2.9243164,7.9629974,4.201645,clapping
1600,243843707183310,2.6789703,7.8110657,4.5189056,clapping
1600,243843757537314,2.728531,7.8824463,4.4147797,clapping
1600,243843807891318,2.685196,7.8850403,4.293625,clapping
1600,243843858245322,2.8199615,7.945801,4.171982,clapping
1600,243843908599325,3.0100708,8.003906,3.971115,clapping
1600,243843958953329,3.1670685,8.042816,3.7964325,clapping
1600,243844009307333,3.2762756,7.9763947,4.1169586,clapping
1600,243844059661337,2.984085,7.8729706,4.4318237,clapping
1600,243844110015341,2.8557892,7.8314056,4.3823853,clapping
1600,243844160369345,2.7945557,7.8764496,4.211258,clapping
1600,243844210723349,2.8306122,7.941696,4.135681,clapping
1600,243844261077353,2.8554993,8.01207,4.0050507,clapping
1600,243844311431357,3.0979156,7.9126434,3.9542542,clapping
1600,243844361785361,3.091858,7.966095,3.8518524,clapping
1600,243844412139365,2.988678,7.95459,4.4177704,clapping
1600,243844462493368,2.86557,7.8974,4.4427185,clapping
1600,243844512847372,2.8269196,7.800461,4.278061,clapping
1600,243844563201376,2.788498,7.8828125,4.2182617,clapping
1600,243844613555380,2.8844604,7.946396,4.188095,clapping
1600,243844663909384,2.937027,7.998993,4.0744324,clapping
1600,243844714263388,3.036438,7.992386,3.9300385,clapping
1600,243844764617392,2.9462585,8.002975,3.827423,clapping
1600,243844814971396,2.978424,7.8240356,4.7194977,clapping
1600,243844865325400,2.9745789,8.020065,4.1332855,clapping
1600,243844915679404,2.815094,7.8771973,4.091202,clapping
1600,243844966033408,2.850647,7.8531647,4.2070465,clapping
1600,243845016387411,2.9389954,7.99411,3.9595795,clapping
1600,243845066741415,2.8912659,8.071991,3.7900543,clapping
1600,243845117095419,3.1312256,8.032806,3.8470306,clapping
1600,243845167449423,3.0851898,8.092926,3.1477814,clapping
1600,243845217803427,3.1069489,7.919754,4.7513123,clapping
1600,243845268157431,3.0189667,7.914673,4.2818604,clapping
1600,243845318511435,3.013031,7.9714966,3.8897552,clapping
1600,243845368865439,2.8524628,7.982376,4.0642242,clapping
1600,243845419219443,2.9261627,7.9690857,3.9770203,clapping
1600,243845469573447,2.9332428,8.175568,3.73703,clapping
1600,243845519927450,3.1138,8.043777,3.8100586,clapping
1600,243845570281454,3.190384,7.9772034,3.5973969,clapping
1600,243845620635458,3.1191406,7.9859314,4.3009644,clapping
1600,243845670989462,3.1074371,7.877701,4.2252502,clapping
1600,243845721343466,2.9483185,7.9453278,3.957138,clapping
1600,243845771697470,2.8614502,7.962082,4.0754547,clapping
1600,243845822051474,2.9890442,8.056702,3.963623,clapping
1600,243845872405478,3.0175323,8.019867,3.745407,clapping
1600,243845922759482,3.128067,7.9936523,3.9519653,clapping
1600,243845973126917,3.0596466,8.046524,4.0310974,clapping
1600,243846023480921,3.081543,8.056808,4.269638,clapping
1600,243846073834924,3.0391083,7.8663635,4.304474,clapping
1600,243846124188928,3.0666046,7.895996,4.086441,clapping
1600,243846174542932,2.8631897,7.905121,4.167862,clapping
1600,243846224896936,2.9947662,7.9749756,4.0352325,clapping
1600,243846275250940,2.9871063,8.01239,3.977417,clapping
1600,243846325604944,3.0954895,7.9724274,4.02948,clapping
1600,243846375958948,3.1684875,7.921097,3.6615143,clapping
1600,243846426312952,3.0974426,7.933655,4.445511,clapping
1600,243846476666956,3.0294342,7.907501,4.2075043,clapping
1600,243846527020960,2.9696045,7.918503,4.068695,clapping
1600,243846577374964,2.8915863,7.978424,4.0868683,clapping
1600,243846627728967,2.9683075,7.9587097,3.9648132,clapping
1600,243846678082971,2.9651947,7.997589,4.010559,clapping
1600,243846728436975,3.0947876,7.9381866,3.9648743,clapping
1600,243846778790979,3.2136993,7.9138947,3.8305054,clapping
1600,243846829144983,3.0392609,7.8294525,4.4014435,clapping
1600,243846879498987,2.976303,7.8611145,4.2993774,clapping
1600,243846929852991,2.9006805,8.003357,3.8971863,clapping
1600,243846980206995,2.9251862,7.9942017,4.0478973,clapping
1600,243847030560999,2.961563,7.9616394,4.0479584,clapping
1600,243847080915003,3.0467682,7.9686737,4.008774,clapping
1600,243847131269006,3.2934265,7.8925476,4.0186615,clapping
1600,243847181623010,3.1618195,7.871826,4.1188507,clapping
1600,243847231977014,3.0000305,7.856735,4.4498596,clapping
1600,243847282331018,2.909607,7.882599,4.261627,clapping
1600,243847332685022,2.7990112,7.9415436,4.1246796,clapping
1600,243847383039026,2.8606262,7.95726,4.1565857,clapping
1600,243847433393030,3.0789337,8.025696,4.044571,clapping
1600,243847483747034,3.1391296,8.006241,3.9226685,clapping
1600,243847534101038,3.0848846,7.969864,3.7111206,clapping
1600,243847584455042,3.0560303,8.012497,3.9122772,clapping
1600,243847634809046,3.0553741,7.9851685,4.137909,clapping
1600,243847685163049,3.051422,7.999542,3.9821777,clapping
1600,243847735517053,2.935135,8.03743,3.955902,clapping
1600,243847785871057,2.8977966,8.043167,3.9872131,clapping
1600,243847836225061,2.9532318,8.123322,3.7781372,clapping
1600,243847886579065,3.0693665,8.093979,3.7949066,clapping
1600,243847936933069,3.3091736,8.077286,3.4594574,clapping
1600,243847987287073,3.0915527,7.963928,3.907318,clapping
1600,243848037641077,2.985199,7.909256,4.187973,clapping
1600,243848087995081,2.903717,7.970932,4.08609,clapping
1600,243848138349085,2.8785706,7.95343,4.021408,clapping
1600,243848188703089,2.9790497,8.039261,3.8705902,clapping
1600,243848239057092,3.0098572,8.056824,3.6754608,clapping
1600,243848289411096,3.1219788,7.923279,4.0822754,clapping
1600,243848339765100,3.3878784,7.937027,4.3351593,clapping
1600,243848390119104,3.1677399,7.7574005,4.4824066,clapping
1600,243848440473108,3.1937866,7.8859253,4.219696,clapping
1600,243848490827112,3.0151825,7.731262,4.09375,clapping
1600,243848541181116,2.8240204,8.286011,4.0178833,clapping
1600,243848591535120,2.6334534,8.173508,3.8660889,clapping
1600,243848641889124,2.535141,7.852768,3.8897705,clapping
1600,243848692243128,2.9705963,8.102386,3.9872284,clapping
1600,243848742597131,3.1840973,8.294312,3.4055023,clapping
1600,243848792951135,3.079422,8.057465,4.169922,clapping
1600,243848843305139,2.937973,8.100006,4.106201,clapping
1600,243848893659143,2.8419647,7.941223,4.258957,clapping
1600,243848944013147,2.7423553,7.9650116,4.083313,clapping
1600,243848994367151,2.9297943,8.101654,3.907608,clapping
1600,243849044721155,2.7011108,9.019592,3.730362,clapping
1600,243849095075159,2.9524384,8.37468,3.2387848,clapping
1600,243849145429163,3.3984222,5.957947,4.7737427,clapping
1600,243849195783167,2.5647736,7.85997,4.9711,clapping
1600,243849246137171,2.9901886,7.602829,5.3062134,clapping
1600,243849296491174,2.7422333,7.9750824,4.7197723,clapping
1600,243849346845178,2.8990326,6.5293884,5.0733337,clapping
1600,243849397199182,2.8291473,7.8225403,4.464493,clapping
1600,243849447553186,2.91156,7.199478,5.3486023,clapping
1600,243849497907190,3.474945,7.0520782,5.0182343,clapping
1600,243849548261194,3.6954803,6.8977966,4.6948395,clapping
1600,243849598615198,3.452942,7.395294,5.1967163,clapping
1600,243849648969202,3.4212036,6.873474,5.175308,clapping
1600,243849699323206,3.598465,7.026825,5.115036,clapping
1600,243849749677210,3.5956726,6.744461,5.0909576,clapping
1600,243849800031214,3.7953033,6.676193,5.0726013,clapping
1600,243849850385217,3.6221466,6.711029,5.142395,clapping
1600,243849900739221,3.6907501,6.875641,5.359207,clapping
1600,243849951093225,4.114197,7.262665,4.948761,clapping
1600,243850001447229,3.663208,6.4182587,5.6895905,clapping
1600,243850051801233,3.8783264,7.2081757,4.1739655,clapping
1600,243850102155237,3.8658752,7.1968536,4.5065002,clapping
1600,243850152509241,3.6936035,7.157593,4.726959,clapping
1600,243850202863245,3.565506,7.3825836,4.5448456,clapping
1600,243850253217249,3.6733093,7.1350555,4.7435913,clapping
